"Id","SWEETORSOUR"
1,0.215980298787822
2,0.352153860140894
3,0.409961719271211
4,0.436557423871373
5,0.251658551033851
6,0.519788596780167
7,0.162172548015712
8,0.510365693950938
9,0.255975132054256
10,0.529852560161268
11,0.39552730510668
12,0.373315887541734
13,0.308532062289635
14,0.416413413247807
15,0.464714784333391
16,0.433738477878371
17,0.243285055439813
18,0.281701168569837
19,0.333467930705915
20,0.387183444908516
21,0.454890240613195
22,0.362572713815838
23,0.407457614754581
24,0.418242116138484
25,0.389182266689472
26,0.369912154735538
27,0.551549534783923
28,0.429572549531205
29,0.476871179093586
30,0.297371684272466
31,0.426304194251341
32,0.317045406908024
33,0.31194053679251
34,0.357147044201888
35,0.472133815208259
36,0.330092319322789
37,0.413825946133859
38,0.430061526105482
39,0.649089606005508
40,0.242560064664872
41,0.351712049234493
42,0.522646702059844
43,0.4523201254815
44,0.368809248365405
45,0.399913781297744
46,0.339471285460264
47,0.456930012929113
48,0.389162000222427
49,0.215586796498081
50,0.329700707199861
51,0.175581749532286
52,0.312694246224153
53,0.490093916378673
54,0.329056170355667
55,0.333132246349178
56,0.406774257383327
57,0.300858353323121
58,0.274562885377185
59,0.421525400426711
60,0.478449513809614
61,0.262291759742861
62,0.311418522121689
63,0.443110501930377
64,0.290315768478432
65,0.462523541309195
66,0.366865380509314
67,0.416064180116148
68,0.415097429738064
